,computation_time
0,0.008781
1,0.006731
2,0.007018
3,0.00668
4,0.006617
5,0.006537
6,0.006654
7,0.006719
8,0.00723
9,0.006829
10,0.006826
11,0.006935
12,0.006945
13,0.006716
14,0.00669
15,0.006461
16,0.007042
17,0.006992
18,0.006993
19,0.006714
20,0.006743
21,0.006882
22,0.006719
23,0.00646
