time,0
0,1004.4203955714286
1,961.7073571714286
2,948.6168030285713
3,941.5569646285713
4,934.4758343428572
5,934.9261445142857
6,932.6240693714286
7,921.6461426857143
8,913.9204308000001
9,904.4665568857143
10,903.1841164571429
11,952.4062777142857
12,1106.7860973142856
13,1541.127133457143
14,2060.5128973428573
15,2488.2806627714285
16,2897.5331748857143
17,3172.2377157142855
18,3235.382098228571
19,3267.681685285714
20,3298.9339292000004
21,3318.141356714286
22,3223.2696632
23,2936.916333314286
24,2800.8265676285714
25,2998.8499450285717
26,3282.113372
27,3359.1253598571425
28,3367.365828457143
29,3408.0225463142856
30,3406.843204857143
31,3391.3345739714287
32,3364.078909457143
33,3359.620213542857
34,3271.3819234705884
35,3173.0673710588235
36,2965.7563367058824
37,2801.8646717058823
38,2339.797537
39,1890.593711264706
40,1519.153874764706
41,1369.6151674705884
42,1327.0306215588234
43,1288.7298757647059
44,1226.1844015882355
45,1192.4868680294117
46,1142.6847714117646
47,1101.570066
