,computation_time
0,0.007923
1,0.006488
2,0.006649
3,0.006587
4,0.00671
5,0.006879
6,0.006954
7,0.006377
8,0.006376
9,0.006421
10,0.006738
11,0.006514
12,0.006571
13,0.006434
14,0.00658
15,0.006416
16,0.006533
17,0.006577
18,0.006602
19,0.006234
20,0.006375
21,0.006469
22,0.006566
23,0.006334
