,computation_time
0,0.013273
1,0.017141
2,0.011306
3,0.01162
4,0.012178
5,0.012462
6,0.023962
7,0.012551
8,0.011824
9,0.011307
10,0.011849
11,0.011883
12,0.011879
13,0.012669
14,0.027791
15,0.011971
16,0.012388
17,0.014145
18,0.012418
19,0.012943
20,0.012336
21,0.012894
22,0.012517
23,0.012784
