time,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158
2025-03-01 00:00:00,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.690400,0.000000,0.000000,,0.000000,0.440000,0.000000,0.000000,,0.010633,0.000000,0.030000,0.000000,,2.299533,0.000000,0.000000,,0.090267,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,53.234333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,39.210533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.416267,0.000000,0.000000,0.000000,0.000000,4.969300,0.000000,0.000000,0.000000,0.000000,4.296667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,45.500533,0.000000,0.871633,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.174400,0.000000,0.000000,0.000000,0.000000,219.208000,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
2025-03-01 00:30:00,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.858600,0.000000,0.000000,,0.000000,1.145500,0.000000,0.000000,,0.009367,0.000000,0.020000,0.000000,,2.970000,0.000000,0.000000,,0.100000,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,73.432000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,59.422667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,73.759600,0.000000,0.000000,0.000000,0.000000,4.866967,0.000000,0.000000,0.000000,0.000000,2.914667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,56.371700,0.000000,0.078367,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.321600,0.000000,0.000000,0.000000,0.000000,295.697300,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
2025-03-01 01:00:00,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.861400,0.000000,0.000000,,0.000000,3.829800,0.000000,0.000000,,0.010633,0.000000,0.010000,0.000000,,2.932867,0.000000,0.000000,,0.080533,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,72.668667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,49.940533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,74.494067,0.000000,0.000000,0.000000,0.000000,5.904367,0.000000,0.000000,0.000000,0.000000,4.365333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,56.740633,0.000000,0.380000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.369067,0.000000,0.000000,0.000000,0.000000,275.655000,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
2025-03-01 01:30:00,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.860000,0.000000,0.000000,,0.000000,3.668500,0.000000,0.000000,,0.020000,0.000000,0.000000,0.000000,,2.944267,0.000000,0.000000,,0.120267,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,74.561000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,54.277200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,74.491067,0.000000,0.000000,0.000000,0.000000,5.902900,0.000000,0.000000,0.000000,0.000000,6.674667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,56.415467,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.495233,0.000000,0.000000,0.000000,0.000000,259.698700,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
2025-03-01 02:00:00,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.868600,0.000000,0.000000,,0.000000,3.517800,0.000000,0.000000,,0.040633,0.000000,0.000000,0.000000,,3.032867,0.000000,0.000000,,0.149200,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,73.868333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,53.387467,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,23.719400,0.000000,0.000000,0.000000,0.000000,5.719600,0.000000,0.000000,0.000000,0.000000,6.246667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,56.728333,0.000000,0.476267,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.133200,0.000000,0.000000,0.000000,0.000000,255.774800,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
2025-03-01 02:30:00,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.861400,0.000000,0.000000,,0.000000,2.008400,0.000000,0.000000,,0.048733,0.000000,0.000000,0.000000,,2.970000,0.000000,0.000000,,0.110000,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,75.414000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,53.548533,0.000000,0.000000,0.000000,0.160000,0.000000,0.000000,0.000000,13.169600,0.000000,0.000000,0.000000,0.000000,4.990367,0.000000,0.000000,0.000000,0.000000,5.364667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.122067,0.000000,0.043733,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.423600,0.000000,0.000000,0.000000,0.000000,254.823000,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
2025-03-01 03:00:00,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.860000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,,3.004267,0.000000,0.000000,,0.081067,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,77.105000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,44.414000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.628567,0.000000,0.000000,0.000000,0.000000,4.434667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,55.747133,0.000000,0.886567,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.059100,0.000000,0.000000,0.000000,0.000000,244.355400,0.000000,0.000000,0.000000,,0.010000,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
2025-03-01 03:30:00,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.868600,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,,0.010000,0.000000,0.000000,0.000000,,2.965733,0.000000,0.000000,,0.148667,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,76.150000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,54.110667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.535367,0.000000,0.000000,0.000000,0.000000,7.548000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,55.332467,0.000000,0.029700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.602300,0.000000,0.000000,0.000000,0.000000,258.764400,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000,0.020000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
2025-03-01 04:00:00,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.871400,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,,3.037133,0.000000,0.000000,,0.000000,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,76.278000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,53.958667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.685433,0.000000,0.000000,0.000000,0.000000,0.634667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,56.236867,0.000000,0.681333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.672600,0.000000,0.000000,0.000000,0.000000,251.985900,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000,0.040000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
2025-03-01 04:30:00,,0.000000,0.000000,0.000000,0.000000,0.000000,0.040000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.898600,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,,2.977133,0.000000,0.000000,,0.000000,,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,78.030333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28.774533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.248967,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.322200,0.000000,0.969700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.706000,0.000000,0.000000,0.000000,0.000000,129.562400,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000,0.003067,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
